location,start_date,end_date,description,USA for sure,timestamp
Mammoth Lakes,14-03-18,18-03-18,Elevation Mammoth gay ski week,TRUE,2.01803E+13
New Orleans,01-04-18,01-04-18,Gay Easter Parade,TRUE,2.01803E+13
Miami,02-04-18,08-04-18,Miami Beach gay pride,TRUE,2.01804E+13
Tampa,02-04-18,09-04-18,Olivia Lesbian Cruise,TRUE,2.01804E+13
Phoenix,07-04-18,08-04-18,Phoenix gay pride,TRUE,2.01804E+13
Washington D.C,12-04-18,15-04-18,Cherry,TRUE,2.01804E+13
Cleveland,26-04-18,29-04-18,Claw Leather Awareness,TRUE,2.01806E+13
Palm Springs,27-04-18,30-04-18,White Party Palm Springs,TRUE,2.01806E+13
Palm Springs,04-05-18,06-05-18,Blatino Oasis,TRUE,2.01806E+13
Dallas,11-05-18,14-05-18,Purple Party,TRUE,2.01806E+13
Los Angeles,19-05-18,20-05-18,Long Beach Pride,TRUE,2.01806E+13
New York,20-05-18,20-05-18,NY AIDS Walk,TRUE,2.01806E+13
Chicago,24-05-18,28-05-18,International Mr Leather,TRUE,2.01806E+13
Miami,24-05-18,28-05-18,Sizzle,TRUE,2.01806E+13
Washington D.C,25-05-18,28-05-18,DC Black Pride,TRUE,2.01806E+13
Las Vegas,25-05-18,28-05-18,Matinee Las Vegas Festival,TRUE,2.01806E+13
Orlando,29-05-18,03-06-18,Disney Gay Days,TRUE,2.01806E+13
Orlando,01-06-18,04-06-18,One Magical Weekend,TRUE,2.01806E+13
Boston,01-06-18,10-06-18,Boston Pride,TRUE,2.01806E+13
Key West,06-06-18,10-06-18,Key West PrideFest,TRUE,2.01806E+13
Washington D.C,07-06-18,10-06-18,Capital pride,TRUE,2.01806E+13
New Orleans,08-06-18,10-06-18,Gay Pride New Orleans,TRUE,2.01806E+13
Los Angeles,09-06-18,10-06-18,Los Angeles Pride,TRUE,2.01806E+13
Detroit,09-06-18,10-06-18,Motor City Pride,TRUE,2.01806E+13
Philadelphia,10-06-18,10-06-18,Philly Gay Pride,TRUE,2.01806E+13
New York,15-06-18,24-06-18,NYC Gay Pride,TRUE,2.01806E+13
Denver,16-06-18,17-06-18,Gay Pride Fest Denver,TRUE,2.01806E+13
Portland,16-06-18,17-06-18,Portland Pride,TRUE,2.01806E+13
Rhode Island,16-06-18,16-06-18,Rhode Island Pride,TRUE,2.01806E+13
New York,17-06-18,17-06-18,Folsom Street East,TRUE,2.01806E+13
Chicago,23-06-18,24-06-18,Chicago Pride,TRUE,2.01806E+13
San Francisco,23-06-18,24-06-18,San Francisco Pride,TRUE,2.01806E+13
Seattle,23-06-18,24-06-18,Seattle Pride,TRUE,2.01806E+13
Minneapolis,23-06-18,24-06-18,Twin Cities Pride,TRUE,2.01806E+13
Houston,24-06-18,30-06-18,Gay Pride Houston,TRUE,2.01806E+13
Provincetown,27-06-18,06-07-18,Independence Weekend,TRUE,2.01806E+13
Provincetown,07-07-18,15-07-18,Bear Week,TRUE,2.01806E+13
San Diego,14-07-18,15-07-18,San Diego Pride,TRUE,2.01806E+13
San Francisco,29-07-18,29-07-18,Up Your Alley,TRUE,2.01806E+13
Chicago,11-08-18,12-08-18,Northalsted Market Days,TRUE,2.01806E+13
Provincetown,11-08-18,17-08-18,Carnival,TRUE,2.01806E+13
Key West,15-08-18,19-08-18,Tropical Heat,TRUE,2.01806E+13
New York,15-08-18,19-08-18,NYC Black Pride: Explosion,TRUE,2.01806E+13
Austin,25-08-18,25-08-18,Austin Gay Pride,TRUE,2.01806E+13
Black Rock Desert,26-08-18,03-09-18,Burning man,TRUE,2.01806E+13
New Orleans,30-08-18,03-09-18,Southern Decadence,TRUE,2.01806E+13
San Francisco,09-09-18,09-09-18,Oakland Gay Pride,TRUE,2.01806E+13
Dallas,15-09-18,16-09-18,Dallas Pride Weekend,TRUE,2.01806E+13
Orlando,25-09-18,30-09-18,Bear Bash,TRUE,2.01806E+13
San Francisco,30-09-18,30-09-18,Folsom Street Fair,TRUE,2.01806E+13
Los Angeles,05-10-18,07-10-18,Gay Days Anaheim,TRUE,2.01806E+13
Atlanta,13-10-18,14-10-18,Atlanta Pride,TRUE,2.01806E+13
Orlando,13-10-18,13-10-18,Orlando Pride,TRUE,2.01806E+13
Oceanside,13-10-18,13-10-18,Pride @ the beach ,TRUE,2.01812E+13
 Atlanta,13-10-18,14-10-18,Atlanta Pride ,TRUE,2.01812E+13
San Diego,14-10-18,21-10-18,Atlantis Mexico cruise,TRUE,2.01806E+13
Las Vegas,19-10-18,21-10-18,Las Vegas Pride,TRUE,2.01806E+13
Honolulu,20-10-18,20-10-18,Honolulu gay pride,TRUE,2.01806E+13
New Orleans,26-10-18,28-10-18,Halloween ,TRUE,2.01812E+13
Los Angeles,31-10-18,31-10-18,Gay Halloween Streetparty,TRUE,2.01806E+13
Palm Springs,02-11-18,04-11-18,Greater Palm Springs Pride,TRUE,2.01806E+13
Miami,22-11-18,26-11-18,White Party Week,TRUE,2.01806E+13
Fort Lauderdale,23-11-18,03-12-18,Pig Week ,TRUE,2.01812E+13
 ,07-12-18,09-12-18,Black XXXMas ,TRUE,2.01812E+13
Aspen,13-01-19,20-01-19,Gay and Lesbian Ski Week,TRUE,2.01806E+13
Washington D.C,18-01-19,20-01-19,Mid Atlantic Leather Weekend ,TRUE,2.01812E+13
Miami,03-02-19,10-02-19,Atlantis Allure all gay cruise ,TRUE,2.01812E+13
Fort Lauderdale,10-02-19,17-02-19,RSVP Caribbean Cruise ,TRUE,2.01812E+13
Fort Lauderdale,24-02-19,24-02-19,Pride Fort Lauderdale ,TRUE,2.01812E+13
Miami,27-02-19,05-03-19,Winter Party Miami ,TRUE,2.01812E+13
New Orleans,28-02-19,05-03-19,Gay Mardi Gras ,TRUE,2.01812E+13
Fort Lauderdale,17-03-19,24-03-19,Atlantis Celebrity Edge gay cruise ,TRUE,2.01812E+13
Miami,01-04-19,07-04-19,Miami Beach gay pride,TRUE,2.01903E+13
 Phoenix,06-04-19,07-04-19,Phoenix gay pride,TRUE,2.01903E+13
Cleveland,25-04-19,28-04-19,Claw Leather Awareness,TRUE,2.01904E+13
Palm Springs,26-04-19,29-04-19,White Party Palm Springs,TRUE,2.01904E+13
 Palm Springs,03-05-19,05-05-19,Blatino Oasis,TRUE,2.01904E+13
Dallas,09-05-19,13-05-19,Purple Party,TRUE,2.01904E+13
 Los Angeles,18-05-19,19-05-19,Long Beach Pride,TRUE,2.01909E+13
 Chicago,23-05-19,27-05-19,International Mr Leather,TRUE,2.01909E+13
Miami,23-05-19,27-05-19,Sizzle,TRUE,2.01909E+13
Washington D.C,24-05-19,27-05-19,DC Black Pride,TRUE,2.01909E+13
 Orlando,31-05-19,03-06-19,One Magical Weekend,TRUE,2.01909E+13
 Boston,31-05-19,09-06-19,Boston Pride,TRUE,2.01909E+13
 New York,01-06-19,30-06-19,NYC Gay Pride / Worldpride,TRUE,2.01909E+13
 Cleveland,01-06-19,01-06-19,Cleveland Pride,TRUE,2.01909E+13
 Dallas,01-06-19,02-06-19,Dallas Pride Weekend,TRUE,2.01909E+13
Key West,05-06-19,09-06-19,Key West PrideFest,TRUE,2.01909E+13
Washington D.C,06-06-19,09-06-19,Capital pride,TRUE,2.01909E+13
 New Orleans,07-06-19,09-06-19,Gay Pride New Orleans,TRUE,2.01909E+13
 Los Angeles,08-06-19,09-06-19,Los Angeles Pride,TRUE,2.01909E+13
 Detroit,08-06-19,09-06-19,Motor City Pride,TRUE,2.01909E+13
 Philadelphia,09-06-19,09-06-19,Philly Gay Pride,TRUE,2.01909E+13
 Portland,15-06-19,16-06-19,Portland Pride,TRUE,2.01909E+13
 Denver,15-06-19,16-06-19,Gay Pride Fest Denver,TRUE,2.01909E+13
 Rhode Island,15-06-19,15-06-19,Rhode Island Pride,TRUE,2.01909E+13
 Chicago,22-06-19,23-06-19,Chicago Pride,TRUE,2.01909E+13
 Minneapolis,22-06-19,23-06-19,Twin Cities Pride,TRUE,2.01909E+13
 Houston,22-06-19,22-06-19,Gay Pride Houston,TRUE,2.01909E+13
 New York,23-06-19,23-06-19,Folsom Street East,TRUE,2.01909E+13
 Provincetown,28-06-19,05-07-19,Independence Weekend,TRUE,2.01909E+13
 San Francisco,29-06-19,30-06-19,San Francisco Pride,TRUE,2.01909E+13
 New York,29-06-19,29-06-19,Harlem Pride,TRUE,2.01909E+13
 Chicago,30-06-19,30-06-19,Chicago Pride,TRUE,2.01909E+13
 Seattle,30-06-19,30-06-19,Seattle Pride,TRUE,2.01909E+13
 San Diego,12-07-19,14-07-19,San Diego Pride,TRUE,2.01909E+13
Provincetown,13-07-19,21-07-19,Bear Week,TRUE,2.01909E+13
 Seattle,14-07-19,21-07-19,RSVP gay Alaska cruise,TRUE,2.01909E+13
San Francisco,28-07-19,28-07-19,Up Your Alley,TRUE,2.01909E+13
Chicago,10-08-19,11-08-19,Northalsted Market Days,TRUE,2.01909E+13
 New York,11-08-19,18-08-19,Vacaya PTown gay cruise,TRUE,2.01909E+13
 Orlando,13-08-19,19-08-19,Disney Gay Days,TRUE,2.01909E+13
Provincetown,15-08-19,24-08-19,Carnival,TRUE,2.01909E+13
 Black Rock Desert,25-08-19,02-09-19,Burning man,TRUE,2.01909E+13
New Orleans,29-08-19,02-09-19,Southern Decadence,TRUE,2.01909E+13
Austin,30-08-19,02-09-19,Splash Days,TRUE,2.01909E+13
 San Francisco,08-09-19,08-09-19,Oakland Gay Pride,TRUE,2.01909E+13
 San Francisco,29-09-19,29-09-19,Folsom Street Fair,TRUE,2.01909E+13
 Los Angeles,04-10-19,06-10-19,Gay Days Anaheim,TRUE,2.01909E+13
 Atlanta,11-10-19,13-10-19,Atlanta Pride,TRUE,2.01909E+13
Orlando,12-10-19,12-10-19,Orlando Pride,TRUE,2.01909E+13
Oceanside,12-10-19,12-10-19,Pride @ the beach,TRUE,2.01909E+13
Honolulu,19-10-19,19-10-19,Honolulu gay pride,TRUE,2.01909E+13
New Orleans,25-10-19,27-10-19,Halloween,TRUE,2.01909E+13
 Palm Springs,01-11-19,03-11-19,Greater Palm Springs Pride,TRUE,2.01909E+13
Fort Lauderdale,30-11-19,08-12-19,Pig Week,TRUE,2.01909E+13
 Aspen,12-01-20,19-01-20,Gay and Lesbian Ski Week,TRUE,2.01909E+13
Washington D.C,17-01-20,19-01-20,Mid Atlantic Leather Weekend,TRUE,2.01909E+13
Miami,19-01-20,26-01-20,Atlantis Oasis all gay cruise,TRUE,2.01909E+13
New Orleans,20-02-20,25-02-20,Gay Mardi Gras,TRUE,2.02002E+13
Miami,04-03-20,10-03-20,Winter Party Miami,TRUE,2.02002E+13
Dallas,07-05-20,11-05-20,Purple Party,TRUE,2.02003E+13
Orlando,10-10-20,10-10-20,Orlando Pride,TRUE,2.02008E+13
Mammoth Lakes,17-03-21,21-03-21,Elevation Mammoth gay ski week,TRUE,2.02102E+13
New York,18-06-21,20-06-21,Folsom Street East,TRUE,2.02104E+13
Los Angeles,17-09-21,19-09-21,Gay Days Anaheim,TRUE,2.02109E+13
Las Vegas,08-10-21,09-10-21,Las Vegas Pride,TRUE,2.02109E+13
Los Angeles,31-10-21,07-11-21,Atlantis LA Mexico gay cruise,TRUE,2.02109E+13
Fort Lauderdale,20-11-21,21-11-21,Pride Fort Lauderdale,TRUE,2.02109E+13
Fort Lauderdale,20-11-21,21-11-21,Pride of the Americas,TRUE,2.02109E+13
Miami,15-01-22,23-01-22,Atlantis Oasis all gay cruise,TRUE,2.02109E+13
Aspen,16-01-22,23-01-22,Gay and Lesbian Ski Week,TRUE,2.02201E+13
Miami,28-01-22,07-02-22,Atlantis Americas gay cruise,TRUE,2.02202E+13
Palm Springs,24-02-22,28-02-22,International Bear Convergence IBC,TRUE,2.02202E+13
New Orleans,01-03-22,01-03-22,Gay Mardi Gras,TRUE,2.02202E+13
Miami,02-03-22,08-03-22,Winter Party Miami,TRUE,2.02203E+13
Mammoth Lakes,16-03-22,20-03-22,Elevation Mammoth gay ski week,TRUE,2.02203E+13
Cleveland,27-04-22,01-05-22,Claw Leather Awareness,TRUE,2.02204E+13
Palm Springs,29-04-22,01-05-22,White Party Palm Springs,TRUE,2.02204E+13
Dallas,05-05-22,09-05-22,Purple Party,TRUE,2.02204E+13
Miami,26-05-22,30-05-22,Sizzle,TRUE,2.02205E+13
Chicago,26-05-22,30-05-22,International Mr Leather,TRUE,2.02205E+13
Washington D.C,27-05-22,30-05-22,DC Black Pride,TRUE,2.02205E+13
Orlando,31-05-22,06-06-22,Disney Gay Days,TRUE,2.02205E+13
Key West,01-06-22,05-06-22,Key West Pride,TRUE,2.02205E+13
Orlando,02-06-22,06-06-22,One Magical Weekend,TRUE,2.02205E+13
Cleveland,04-06-22,04-06-22,Cleveland Pride,TRUE,2.02205E+13
Dallas,04-06-22,05-06-22,Dallas Pride Weekend,TRUE,2.02205E+13
Los Angeles,10-06-22,12-06-22,Los Angeles Pride,TRUE,2.02205E+13
Washington D.C,10-06-22,12-06-22,Capital pride,TRUE,2.02205E+13
Oceanside,11-06-22,11-06-22,Pride by the beach,TRUE,2.02205E+13
Detroit,11-06-22,12-06-22,Motor City Pride,TRUE,2.02205E+13
Rhode Island,18-06-22,18-06-22,Rhode Island Pride,TRUE,2.02205E+13
Portland,18-06-22,19-06-22,Portland Pride,TRUE,2.02205E+13
Seattle,25-06-22,26-06-22,Seattle Pride,TRUE,2.02206E+13
Minneapolis,25-06-22,26-06-22,Twin Cities Pride,TRUE,2.02206E+13
San Francisco,25-06-22,26-06-22,San Francisco Pride,TRUE,2.02206E+13
Denver,25-06-22,26-06-22,Gay Pride Fest Denver,TRUE,2.02206E+13
New York,26-06-22,26-06-22,NYC Gay Pride,TRUE,2.02206E+13
Chicago,26-06-22,26-06-22,Chicago Pride,TRUE,2.02206E+13
Los Angeles,08-07-22,10-07-22,Long Beach Pride,TRUE,2.02206E+13
San Diego,09-07-22,17-07-22,San Diego Pride,TRUE,2.02207E+13
San Francisco,31-07-22,31-07-22,Up Your Alley,TRUE,2.02207E+13
Chicago,06-08-22,07-08-22,Northalsted Market Days,TRUE,2.02207E+13
Austin,13-08-22,13-08-22,Austin Gay Pride,TRUE,2.02208E+13
New Orleans,01-09-22,05-09-22,Southern Decadence,TRUE,2.02209E+13
Los Angeles,16-09-22,18-09-22,Gay Days Anaheim,TRUE,2.02209E+13
San Francisco,25-09-22,25-09-22,Folsom Street Fair,TRUE,2.02209E+13
Las Vegas,07-10-22,08-10-22,Las Vegas Pride,TRUE,2.02209E+13
Honolulu,15-10-22,15-10-22,Honolulu gay pride,TRUE,2.02209E+13
Orlando,15-10-22,15-10-22,Orlando Pride,TRUE,2.02209E+13
Los Angeles,21-10-22,28-10-22,Atlantis LA Mexico gay cruise,TRUE,2.02209E+13
Palm Springs,04-11-22,06-11-22,Greater Palm Springs Pride,TRUE,2.02209E+13
Phoenix,06-11-22,07-11-22,Phoenix LGBT+ gay pride festival,TRUE,2.02209E+13
Fort Lauderdale,25-11-22,04-12-22,Pig Week,TRUE,2.02209E+13
Washington D.C,13-01-23,16-01-23,Mid Atlantic Leather Weekend,TRUE,2.02301E+13
Aspen,15-01-23,22-01-23,Gay and Lesbian Ski Week,TRUE,2.02301E+13
Orlando,22-01-23,29-01-23,Atlantis gay cruise on NCL Prima,TRUE,2.02301E+13
Fort Lauderdale,04-02-23,12-02-23,Atlantis gay cruise on Harmony,TRUE,2.02301E+13
Miami,10-02-23,17-02-23,RSVP Caribbean gay cruise,TRUE,2.02301E+13
Fort Lauderdale,10-02-23,12-02-23,Pride Fort Lauderdale,TRUE,2.02301E+13
Orlando,05-03-23,12-03-23,Atlantis gay cruise on NCL Prima,TRUE,2.02205E+13
Miami,08-03-23,14-03-23,Winter Party Miami,TRUE,2.02301E+13
Mammoth Lakes,15-03-23,19-03-23,Elevation Mammoth gay ski week,TRUE,2.02301E+13
Cleveland,06-04-23,09-04-23,Claw Leather Awareness,TRUE,2.02301E+13
Miami,15-04-23,16-04-23,Miami Beach gay pride,TRUE,2.02301E+13
Palm Springs,12-05-23,14-05-23,White Party Palm Springs,TRUE,2.02301E+13
Dallas,03-06-23,04-06-23,Dallas Pride Weekend,TRUE,2.02301E+13
Oceanside,03-06-23,03-06-23,Pride by the beach,TRUE,2.02301E+13
Key West,07-06-23,11-06-23,Key West Pride,TRUE,2.02301E+13
Denver,24-06-23,25-06-23,Gay Pride Fest Denver,TRUE,2.02301E+13
Seattle,24-06-23,25-06-23,Seattle Pride,TRUE,2.02301E+13
San Francisco,24-06-23,25-06-23,San Francisco Pride,TRUE,2.02301E+13
Los Angeles,22-09-23,24-09-23,Gay Days Anaheim,TRUE,2.02301E+13
