location,start_date,end_date,description,USA for sure,timestamp
Ft Lauderdale,2021-03-21,2021-03-28,Atlantis gay cruise on Celebrity Apex,True,20201020204014
Miami,2021-04-11,2021-04-16,Atlantis Virgin Voyages gay cruise,True,20201111235103
Palm Springs,2021-04-23,2021-04-26,White Party Palm Springs,True,20210422021109
Orlando,2021-06-03,2021-06-07,One Magical Weekend,True,20210422021109
Miami,2021-06-06,2021-06-11,Atlantis Virgin Voyages gay cruise,True,20210422021109
New York,2021-06-18,2021-06-20,Folsom Street East,True,20210422021109
Seattle,2021-06-26,2021-06-27,Seattle Pride,True,20210422021109
Los Angeles,2021-09-17,2021-09-19,Gay Days Anaheim,True,20210918154342
Las Vegas,2021-10-08,2021-10-09,Las Vegas Pride,True,20210918154342
Los Angeles,2021-10-31,2021-11-07,Atlantis LA Mexico gay cruise,True,20210918154342
Ft Lauderdale,2021-11-20,2021-11-21,Pride Fort Lauderdale,True,20210918154342
Miami,2022-01-15,2022-01-23,Atlantis Oasis all gay cruise,True,20210918154342
Aspen,2022-01-16,2022-01-23,Gay and Lesbian Ski Week,True,20220118142544
Miami,2022-01-28,2022-02-07,Atlantis Americas gay cruise,True,20220201084449
Palm Springs,2022-02-24,2022-02-28,International Bear Convergence IBC,True,20220201084449
New Orleans,2022-03-01,2022-03-01,Gay Mardi Gras,True,20220201084449
Miami,2022-03-02,2022-03-08,Winter Party Miami,True,20220303172758
Mammoth Lakes,2022-03-16,2022-03-20,Elevation Mammoth gay ski week,True,20220303172758
Cleveland,2022-04-27,2022-05-01,Claw Leather Awareness,True,20220423111305
Palm Springs,2022-04-29,2022-05-01,White Party Palm Springs,True,20220423111305
Dallas,2022-05-05,2022-05-09,Purple Party,True,20220423111305
Miami,2022-05-26,2022-05-30,Sizzle,True,20220519193046
Chicago,2022-05-26,2022-05-30,International Mr Leather,True,20220519193046
Washington D.C,2022-05-27,2022-05-30,DC Black Pride,True,20220519193046
Orlando,2022-05-31,2022-06-06,Disney Gay Days,True,20220519193046
Key West,2022-06-01,2022-06-05,Key West Pride,True,20220519193046
Orlando,2022-06-02,2022-06-06,One Magical Weekend,True,20220519193046
Cleveland,2022-06-04,2022-06-04,Cleveland Pride,True,20220519193046
Dallas,2022-06-04,2022-06-05,Dallas Pride Weekend,True,20220519193046
Los Angeles,2022-06-10,2022-06-12,Los Angeles Pride,True,20220519193046
Washington D.C,2022-06-10,2022-06-12,Capital pride,True,20220519193046
Oceanside,2022-06-11,2022-06-11,Pride by the beach,True,20220519193046
Detroit,2022-06-11,2022-06-12,Motor City Pride,True,20220519193046
Rhode Island,2022-06-18,2022-06-18,Rhode Island Pride,True,20220519193046
Portland,2022-06-18,2022-06-19,Portland Pride,True,20220519193046
Seattle,2022-06-25,2022-06-26,Seattle Pride,True,20220626025938
Minneapolis,2022-06-25,2022-06-26,Twin Cities Pride,True,20220626025938
San Francisco,2022-06-25,2022-06-26,San Francisco Pride,True,20220626025938
Denver,2022-06-25,2022-06-26,Gay Pride Fest Denver,True,20220626025938
New York,2022-06-26,2022-06-26,NYC Gay Pride,True,20220626025938
Chicago,2022-06-26,2022-06-26,Chicago Pride,True,20220626025938
Los Angeles,2022-07-08,2022-07-10,Long Beach Pride,True,20220626025938
San Diego,2022-07-09,2022-07-17,San Diego Pride,True,20220714214246
San Francisco,2022-07-31,2022-07-31,Up Your Alley,True,20220714214246
Chicago,2022-08-06,2022-08-07,Northalsted Market Days,True,20220714214246
Austin,2022-08-13,2022-08-13,Austin Gay Pride,True,20220810090812
New Orleans,2022-09-01,2022-09-05,Southern Decadence,True,20220901034345
Los Angeles,2022-09-16,2022-09-18,Gay Days Anaheim,True,20220901034345
San Francisco,2022-09-25,2022-09-25,Folsom Street Fair,True,20220901034345
Las Vegas,2022-10-07,2022-10-08,Las Vegas Pride,True,20220901034345
Hawaii,2022-10-15,2022-10-15,Honolulu gay pride,True,20220901034345
Orlando,2022-10-15,2022-10-15,Orlando Pride,True,20220901034345
Los Angeles,2022-10-21,2022-10-28,Atlantis LA Mexico gay cruise,True,20220901034345
Palm Springs,2022-11-04,2022-11-06,Greater Palm Springs Pride,True,20220901034345
Phoenix,2022-11-06,2022-11-07,Phoenix LGBT+ gay pride festival,True,20220901034345
Ft Lauderdale,2022-11-25,2022-12-04,Pig Week,True,20220901034345
Washington D.C,2023-01-13,2023-01-16,Mid Atlantic Leather Weekend,True,20230110021932
Aspen,2023-01-15,2023-01-22,Gay and Lesbian Ski Week,True,20230110021932
Orlando,2023-01-22,2023-01-29,Atlantis gay cruise on NCL Prima,True,20230110021932
Ft Lauderdale,2023-02-04,2023-02-12,Atlantis gay cruise on Harmony,True,20230110021932
Miami,2023-02-10,2023-02-17,RSVP Caribbean gay cruise,True,20230110021932
Ft Lauderdale,2023-02-10,2023-02-12,Pride Fort Lauderdale,True,20230110021932
Orlando,2023-03-05,2023-03-12,Atlantis gay cruise on NCL Prima,True,20220519193046
Miami,2023-03-08,2023-03-14,Winter Party Miami,True,20230110021932
Mammoth Lakes,2023-03-15,2023-03-19,Elevation Mammoth gay ski week,True,20230110021932
Cleveland,2023-04-06,2023-04-09,Claw Leather Awareness,True,20230110021932
Miami,2023-04-15,2023-04-16,Miami Beach gay pride,True,20230110021932
Palm Springs,2023-05-12,2023-05-14,White Party Palm Springs,True,20230110021932
Dallas,2023-06-03,2023-06-04,Dallas Pride Weekend,True,20230110021932
Oceanside,2023-06-03,2023-06-03,Pride by the beach,True,20230110021932
Key West,2023-06-07,2023-06-11,Key West Pride,True,20230110021932
Denver,2023-06-24,2023-06-25,Gay Pride Fest Denver,True,20230110021932
Seattle,2023-06-24,2023-06-25,Seattle Pride,True,20230110021932
San Francisco,2023-06-24,2023-06-25,San Francisco Pride,True,20230110021932
Los Angeles,2023-09-22,2023-09-24,Gay Days Anaheim,True,20230110021932
